Date,Confirmed positive,Presumptive positive,Negative,Total,Rate of Change,Acceleration,# Doubles,Today's # Days / Doubling,Avg # Days / Doubling,# tested today,# cases recovered,# active cases,# deaths,"100% of NS population, 80% undoc",# days until 100% NS infected,100% date,New cases,Est. active cases (11 days),# active cases in hospital,# hospital cases in ICU,% of active cases in hospital,Ideal doubling rate of change,Doubling rate to avoid hospital collapse,Predicted # days / doubling,Predicted # total cases,Predicted active cases (11 days),Predicted # active hospital cases,Uh-oh,Estimated free hospital beds,# respirators,# respiratory therapists,# hospital beds,Inpatient days,Occupancy rate,
2020-08-21,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,7828,1406,51,,273,240,308,3142,1047310,91.32%,
2020-08-22,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,7984,1434,52,,273,240,308,3142,1047310,91.32%,
2020-08-23,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8144,1463,53,,273,240,308,3142,1047310,91.32%,
2020-08-24,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8307,1492,54,,273,240,308,3142,1047310,91.32%,
2020-08-25,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8473,1522,55,,273,240,308,3142,1047310,91.32%,
2020-08-26,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8643,1553,56,,273,240,308,3142,1047310,91.32%,
2020-08-27,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8815,1584,58,,273,240,308,3142,1047310,91.32%,
2020-08-28,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,8992,1615,59,,273,240,308,3142,1047310,91.32%,
2020-08-29,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,9172,1648,60,,273,240,308,3142,1047310,91.32%,
2020-08-30,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,9355,1681,61,,273,240,308,3142,1047310,91.32%,
2020-08-31,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,9542,1714,62,,273,240,308,3142,1047310,91.32%,
2020-09-01,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,9733,1749,63,,273,240,308,3142,1047310,91.32%,
2020-09-02,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,9928,1784,65,,273,240,308,3142,1047310,91.32%,
2020-09-03,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,10126,1819,66,,273,240,308,3142,1047310,91.32%,
2020-09-04,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,10329,1856,67,,273,240,308,3142,1047310,91.32%,
2020-09-05,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,10535,1893,69,,273,240,308,3142,1047310,91.32%,
2020-09-06,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,10746,1931,70,,273,240,308,3142,1047310,91.32%,
2020-09-07,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,10961,1969,72,,273,240,308,3142,1047310,91.32%,
2020-09-08,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,11180,2009,73,,273,240,308,3142,1047310,91.32%,
2020-09-09,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,11404,2049,74,,273,240,308,3142,1047310,91.32%,
2020-09-10,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,11632,2090,76,,273,240,308,3142,1047310,91.32%,
2020-09-11,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,11865,2132,77,,273,240,308,3142,1047310,91.32%,
2020-09-12,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,12102,2174,79,,273,240,308,3142,1047310,91.32%,
2020-09-13,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,12344,2218,81,,273,240,308,3142,1047310,91.32%,
2020-09-14,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,12591,2262,82,,273,240,308,3142,1047310,91.32%,
2020-09-15,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,12843,2307,84,,273,240,308,3142,1047310,91.32%,
2020-09-16,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,13100,2354,85,,273,240,308,3142,1047310,91.32%,
2020-09-17,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,13362,2401,87,,273,240,308,3142,1047310,91.32%,
2020-09-18,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,13629,2449,89,,273,240,308,3142,1047310,91.32%,
2020-09-19,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,13901,2498,91,,273,240,308,3142,1047310,91.32%,
2020-09-20,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,14180,2548,93,,273,240,308,3142,1047310,91.32%,
2020-09-21,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,14463,2599,94,,273,240,308,3142,1047310,91.32%,
2020-09-22,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,14752,2650,96,,273,240,308,3142,1047310,91.32%,
2020-09-23,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,15047,2704,98,,273,240,308,3142,1047310,91.32%,
2020-09-24,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,15348,2758,100,,273,240,308,3142,1047310,91.32%,
2020-09-25,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,15655,2813,102,,273,240,308,3142,1047310,91.32%,
2020-09-26,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,15969,2869,104,,273,240,308,3142,1047310,91.32%,
2020-09-27,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,16288,2926,106,,273,240,308,3142,1047310,91.32%,
2020-09-28,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,16614,2985,108,,273,240,308,3142,1047310,91.32%,
2020-09-29,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,16946,3045,111,,273,240,308,3142,1047310,91.32%,
2020-09-30,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,17285,3106,113,,273,240,308,3142,1047310,91.32%,
2020-10-01,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,17631,3168,115,,273,240,308,3142,1047310,91.32%,
2020-10-02,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,17983,3231,117,,273,240,308,3142,1047310,91.32%,
2020-10-03,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,18343,3296,120,,273,240,308,3142,1047310,91.32%,
2020-10-04,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,18710,3362,122,,273,240,308,3142,1047310,91.32%,
2020-10-05,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,19084,3429,124,,273,240,308,3142,1047310,91.32%,
2020-10-06,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,19466,3497,127,,273,240,308,3142,1047310,91.32%,
2020-10-07,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,19855,3567,130,,273,240,308,3142,1047310,91.32%,
2020-10-08,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,20252,3639,132,,273,240,308,3142,1047310,91.32%,
2020-10-09,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,20658,3711,135,,273,240,308,3142,1047310,91.32%,
2020-10-10,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,21071,3786,137,,273,240,308,3142,1047310,91.32%,
2020-10-11,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,21492,3861,140,,273,240,308,3142,1047310,91.32%,
2020-10-12,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,21922,3939,143,,273,240,308,3142,1047310,91.32%,
2020-10-13,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,22360,4017,146,,273,240,308,3142,1047310,91.32%,
2020-10-14,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,22808,4098,149,,273,240,308,3142,1047310,91.32%,
2020-10-15,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,23264,4180,152,,273,240,308,3142,1047310,91.32%,
2020-10-16,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,23729,4263,155,,273,240,308,3142,1047310,91.32%,
2020-10-17,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,24204,4349,158,,273,240,308,3142,1047310,91.32%,
2020-10-18,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,24688,4436,161,,273,240,308,3142,1047310,91.32%,
2020-10-19,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,25182,4524,164,,273,240,308,3142,1047310,91.32%,
2020-10-20,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,25685,4615,168,,273,240,308,3142,1047310,91.32%,
2020-10-21,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,26199,4707,171,,273,240,308,3142,1047310,91.32%,
2020-10-22,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,26723,4801,174,,273,240,308,3142,1047310,91.32%,
2020-10-23,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,27258,4897,178,,273,240,308,3142,1047310,91.32%,
2020-10-24,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,27803,4995,181,,273,240,308,3142,1047310,91.32%,
2020-10-25,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,28359,5095,185,,273,240,308,3142,1047310,91.32%,
2020-10-26,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,28926,5197,189,,273,240,308,3142,1047310,91.32%,
2020-10-27,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,29505,5301,192,,273,240,308,3142,1047310,91.32%,
2020-10-28,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,30095,5407,196,,273,240,308,3142,1047310,91.32%,
2020-10-29,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,30697,5515,200,,273,240,308,3142,1047310,91.32%,
2020-10-30,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,31311,5625,204,,273,240,308,3142,1047310,91.32%,
2020-10-31,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,31937,5738,208,,273,240,308,3142,1047310,91.32%,
2020-11-01,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,32576,5853,213,,273,240,308,3142,1047310,91.32%,
2020-11-02,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,33228,5970,217,,273,240,308,3142,1047310,91.32%,
2020-11-03,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,33892,6089,221,,273,240,308,3142,1047310,91.32%,
2020-11-04,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,34570,6211,226,,273,240,308,3142,1047310,91.32%,
2020-11-05,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,35262,6335,230,,273,240,308,3142,1047310,91.32%,
2020-11-06,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,35967,6462,235,,273,240,308,3142,1047310,91.32%,
2020-11-07,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36686,6591,239,,273,240,308,3142,1047310,91.32%,
2020-11-08,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,6247,227,,273,240,308,3142,1047310,91.32%,
2020-11-09,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,5633,205,,273,240,308,3142,1047310,91.32%,
2020-11-10,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,5007,182,,273,240,308,3142,1047310,91.32%,
2020-11-11,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,4368,159,,273,240,308,3142,1047310,91.32%,
2020-11-12,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,3716,135,,273,240,308,3142,1047310,91.32%,
2020-11-13,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,3052,111,,273,240,308,3142,1047310,91.32%,
2020-11-14,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,2374,86,,273,240,308,3142,1047310,91.32%,
2020-11-15,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,1682,61,,273,240,308,3142,1047310,91.32%,
2020-11-16,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,977,35,,273,240,308,3142,1047310,91.32%,
2020-11-17,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,258,9,,273,240,308,3142,1047310,91.32%,
2020-11-18,,,,,,,,,,,,,,184720,,,,,,,,0.0500,35,35,36944,0,0,,273,240,308,3142,1047310,91.32%,
